行号,工具名称,工具版本,烧录时间,烧录Mac,烧录结果,串口号,烧录口,烧录状态,底板ID,芯片型号,固件项目信息,固件版本,固件大小,固件CRC,授权文件大小,授权文件CRC,mac烧录地址,license或滚码,license烧录地址,license总个数,license剩余个数,滚码起始值,滚码总个数,滚码剩余个数
12,集贤新烧录器,v1.2.4,20231116 15:17:55,mac:2373EAE83EA7,FAIL,COM7,2,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999996
13,集贤新烧录器,v1.2.4,20231116 15:17:55,mac:2373EAE83EA8,FAIL,COM7,3,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999996
14,集贤新烧录器,v1.2.4,20231116 15:17:55,mac:2373EAE83EA6,PASS,COM7,4,烧录成功,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999996
15,集贤新烧录器,v1.2.4,20231116 15:17:55,mac:2373EAE83EAA,FAIL,COM7,5,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999996
16,集贤新烧录器,v1.2.4,20231116 15:18:57,mac:2373EAE83EA7,FAIL,COM7,1,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
17,集贤新烧录器,v1.2.4,20231116 15:18:57,mac:2373EAE83EA8,FAIL,COM7,2,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
18,集贤新烧录器,v1.2.4,20231116 15:18:57,mac:2373EAE83EA9,FAIL,COM7,3,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
19,集贤新烧录器,v1.2.4,20231116 15:18:57,mac:2373EAE83EA7,PASS,COM7,4,烧录成功,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
20,集贤新烧录器,v1.2.4,20231116 15:18:57,mac:2373EAE83EAB,FAIL,COM7,5,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
21,集贤新烧录器,v1.2.4,20231116 15:19:23,mac:2373EAE83EA8,FAIL,COM7,1,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
22,集贤新烧录器,v1.2.4,20231116 15:19:23,mac:2373EAE83EA9,FAIL,COM7,2,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
23,集贤新烧录器,v1.2.4,20231116 15:19:23,mac:2373EAE83EAA,FAIL,COM7,3,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
24,集贤新烧录器,v1.2.4,20231116 15:19:23,mac:2373EAE83EAB,FAIL,COM7,4,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
25,集贤新烧录器,v1.2.4,20231116 15:19:23,mac:2373EAE83EAC,FAIL,COM7,5,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
26,集贤新烧录器,v1.2.4,20231116 15:19:26,mac:2373EAE83EA8,FAIL,COM7,1,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
27,集贤新烧录器,v1.2.4,20231116 15:19:26,mac:2373EAE83EA9,FAIL,COM7,2,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
28,集贤新烧录器,v1.2.4,20231116 15:19:26,mac:2373EAE83EAA,FAIL,COM7,3,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
29,集贤新烧录器,v1.2.4,20231116 15:19:26,mac:2373EAE83EAB,FAIL,COM7,4,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
30,集贤新烧录器,v1.2.4,20231116 15:19:26,mac:2373EAE83EAC,FAIL,COM7,5,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999995
31,集贤新烧录器,v1.2.4,20231116 15:19:42,mac:2373EAE83EA8,FAIL,COM7,1,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999994
32,集贤新烧录器,v1.2.4,20231116 15:19:42,mac:2373EAE83EA9,FAIL,COM7,2,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999994
33,集贤新烧录器,v1.2.4,20231116 15:19:42,mac:2373EAE83EAA,FAIL,COM7,3,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999994
34,集贤新烧录器,v1.2.4,20231116 15:19:42,mac:2373EAE83EA8,PASS,COM7,4,烧录成功,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999994
35,集贤新烧录器,v1.2.4,20231116 15:19:42,mac:2373EAE83EAC,FAIL,COM7,5,没检测到芯片,32543634390C1140,BK3432,uae050-aks-a1-1.,,104720,2404834317,0,,0x27ff0,滚码烧录,,,,2373EAE83EA4,9999999,9999994
